ANNO,TRIMESTRE,MES_DEL_TRIMESTRE,ID_EMPRESA,EMPRESA,TRAFICO
2017,1,2,900092385,UNE EPM TELECOMUNICACIONES S.A. E.S.P. - UNE EPM TELCO S.A.,12937577
2017,1,2,800153993,COMUNICACION CELULAR S A COMCEL S A,9369306450
2017,1,2,830114921,COLOMBIA MOVIL S.A. E.S.P.,3089388684
2017,1,2,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2017,1,2,830016046,AVANTEL S.A.S.,547069047
2017,1,2,830122566,COLOMBIA TELECOMUNICACIONES S.A. ESP,4811334583
2017,1,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOT� S.A. ESP.,376575475
2017,1,3,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2017,1,3,900092385,UNE EPM TELECOMUNICACIONES S.A. E.S.P. - UNE EPM TELCO S.A.,13133920
2017,1,3,800153993,COMUNICACION CELULAR S A COMCEL S A,10274668437
2017,1,3,830122566,COLOMBIA TELECOMUNICACIONES S.A. ESP,5535778110
2017,1,3,830016046,AVANTEL S.A.S.,672189654
2017,1,3,830114921,COLOMBIA MOVIL S.A. E.S.P.,3500659646
2017,1,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOT� S.A. ESP.,449927363
2017,2,1,800153993,COMUNICACION CELULAR S A COMCEL S A,9640846111
2017,2,1,830016046,AVANTEL S.A.S,718971300
2017,2,1,830114921,COLOMBIA MOVIL  S.A ESP,3220961538
2017,2,1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,5490827646
2017,2,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,440790349
2017,2,1,900092385,UNE EPM TELECOMUNICACIONES S.A.,12489660
2017,2,1,900389508,ALMACENES EXITO INVERSIONES S.A.S.,0
2017,2,1,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2017,2,2,800153993,COMUNICACION CELULAR S A COMCEL S A,10214519039
2017,2,2,830016046,AVANTEL S.A.S,934928848
2017,2,2,830114921,COLOMBIA MOVIL  S.A ESP,3353227769
2017,2,2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,6103954383
2017,2,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,454258724
2017,2,2,900092385,UNE EPM TELECOMUNICACIONES S.A.,12480260
2017,2,2,900389508,ALMACENES EXITO INVERSIONES S.A.S.,0
2017,2,2,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2017,2,3,800153993,COMUNICACION CELULAR S A COMCEL S A,10893803137
2017,2,3,830016046,AVANTEL S.A.S,988178964
2017,2,3,830114921,COLOMBIA MOVIL  S.A ESP,2976334929
2017,2,3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,5914091648
2017,2,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,463466948
2017,2,3,900092385,UNE EPM TELECOMUNICACIONES S.A.,12563980
2017,2,3,900389508,ALMACENES EXITO INVERSIONES S.A.S.,0
2017,2,3,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2017,3,1,800153993,COMUNICACION CELULAR S A COMCEL S A,11577492893
2017,3,1,830016046,AVANTEL S.A.S,1182632512
2017,3,1,830114921,COLOMBIA MOVIL  S.A ESP,3409002787
2017,3,1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,6287270600
2017,3,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,519081318
2017,3,1,900092385,UNE EPM TELECOMUNICACIONES S.A.,11956000
2017,3,1,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2017,3,2,800153993,COMUNICACION CELULAR S A COMCEL S A,11737146930
2017,3,2,830016046,AVANTEL S.A.S,1284858538
2017,3,2,830114921,COLOMBIA MOVIL  S.A ESP,3200249465
2017,3,2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,6084062949
2017,3,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,559738024
2017,3,2,900092385,UNE EPM TELECOMUNICACIONES S.A.,9851670
2017,3,2,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2017,3,3,800153993,COMUNICACION CELULAR S A COMCEL S A,11671552912
2017,3,3,830016046,AVANTEL S.A.S,1351125976
2017,3,3,830114921,COLOMBIA MOVIL  S.A ESP,3762885275
2017,3,3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,6000264502
2017,3,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,488012627
2017,3,3,900092385,UNE EPM TELECOMUNICACIONES S.A.,4203752
2017,3,3,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2017,4,1,800153993,COMUNICACION CELULAR S A COMCEL S A,12356958986
2017,4,1,830016046,AVANTEL S.A.S,1469400663
2017,4,1,830114921,COLOMBIA MOVIL  S.A ESP,3221540450
2017,4,1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,6816363605
2017,4,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,463758705
2017,4,1,900092385,UNE EPM TELECOMUNICACIONES S.A.,3970736
2017,4,1,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2017,4,2,800153993,COMUNICACION CELULAR S A COMCEL S A,12174084085
2017,4,2,830016046,AVANTEL S.A.S,1501711522
2017,4,2,830114921,COLOMBIA MOVIL  S.A ESP,3567278191
2017,4,2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,6513952154
2017,4,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,400767705
2017,4,2,900092385,UNE EPM TELECOMUNICACIONES S.A.,4256
2017,4,2,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2017,4,3,800153993,COMUNICACION CELULAR S A COMCEL S A,13118424307
2017,4,3,830016046,AVANTEL S.A.S,1634375916
2017,4,3,830114921,COLOMBIA MOVIL  S.A ESP,3809488592
2017,4,3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,6526989104
2017,4,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,415822185
2017,4,3,900092385,UNE EPM TELECOMUNICACIONES S.A.,0
2017,4,3,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2018,1,1,800153993,COMUNICACION CELULAR S A COMCEL S A,13218767592
2018,1,1,830016046,AVANTEL S.A.S,1678484061
2018,1,1,830114921,COLOMBIA MOVIL  S.A ESP,3792993259
2018,1,1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,6587645275
2018,1,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,408539300
2018,1,1,900092385,UNE EPM TELECOMUNICACIONES S.A.,0
2018,1,1,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2018,1,2,800153993,COMUNICACION CELULAR S A COMCEL S A,11892933787
2018,1,2,830016046,AVANTEL S.A.S,1747624900
2018,1,2,830114921,COLOMBIA MOVIL  S.A ESP,3539793570
2018,1,2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,6149638064
2018,1,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,364951542
2018,1,2,900092385,UNE EPM TELECOMUNICACIONES S.A.,0
2018,1,2,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2018,1,3,800153993,COMUNICACION CELULAR S A COMCEL S A,14043066226
2018,1,3,830016046,AVANTEL S.A.S,2037345783
2018,1,3,830114921,COLOMBIA MOVIL  S.A ESP,3934036012
2018,1,3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,6422231433
2018,1,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,386867770
2018,1,3,900092385,UNE EPM TELECOMUNICACIONES S.A.,0
2018,1,3,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2018,2,1,800153993,COMUNICACION CELULAR S A COMCEL S A,13645629758
2018,2,1,830016046,AVANTEL S.A.S,2081301840
2018,2,1,830114921,COLOMBIA MOVIL  S.A ESP,3651133249
2018,2,1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,6055063398
2018,2,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,361823252
2018,2,1,900092385,UNE EPM TELECOMUNICACIONES S.A.,0
2018,2,1,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2018,2,2,800153993,COMUNICACION CELULAR S A COMCEL S A,15108574690
2018,2,2,830016046,AVANTEL S.A.S,2390032461
2018,2,2,830114921,COLOMBIA MOVIL  S.A ESP,3560692426
2018,2,2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,6881515021
2018,2,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,356303371
2018,2,2,900092385,UNE EPM TELECOMUNICACIONES S.A.,0
2018,2,2,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2018,2,3,800153993,COMUNICACION CELULAR S A COMCEL S A,15362920235
2018,2,3,830016046,AVANTEL S.A.S,2347005462
2018,2,3,830114921,COLOMBIA MOVIL  S.A ESP,3581964329
2018,2,3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,7729165113
2018,2,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,351301033
2018,2,3,900092385,UNE EPM TELECOMUNICACIONES S.A.,0
2018,2,3,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2018,3,1,800153993,COMUNICACION CELULAR S A COMCEL S A,16185387835
2018,3,1,830016046,AVANTEL S.A.S,2799927560
2018,3,1,830114921,COLOMBIA MOVIL  S.A ESP,3511317306
2018,3,1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,8131118898
2018,3,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,378277465
2018,3,1,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2018,3,2,800153993,COMUNICACION CELULAR S A COMCEL S A,16004193140
2018,3,2,830016046,AVANTEL S.A.S,2750210046
2018,3,2,830114921,COLOMBIA MOVIL  S.A ESP,3507277940
2018,3,2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,8506126051
2018,3,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,375277946
2018,3,2,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2018,3,3,800153993,COMUNICACION CELULAR S A COMCEL S A,15415857340
2018,3,3,830016046,AVANTEL S.A.S,2832679712
2018,3,3,830114921,COLOMBIA MOVIL  S.A ESP,3435700985
2018,3,3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,8832612403
2018,3,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,322845793
2018,3,3,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2018,4,1,800153993,COMUNICACION CELULAR S A COMCEL S A,17095798553
2018,4,1,830016046,AVANTEL S.A.S,3058285537
2018,4,1,830114921,COLOMBIA MOVIL  S.A ESP,3748452850
2018,4,1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,9548931871
2018,4,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,301263954
2018,4,1,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2018,4,2,800153993,COMUNICACION CELULAR S A COMCEL S A,17671930898
2018,4,2,830016046,AVANTEL S.A.S,3166319044
2018,4,2,830114921,COLOMBIA MOVIL  S.A ESP,4202496034
2018,4,2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,9804874222
2018,4,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,289302735
2018,4,2,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2018,4,3,800153993,COMUNICACION CELULAR S A COMCEL S A,19586996473
2018,4,3,830016046,AVANTEL S.A.S,3262662398
2018,4,3,830114921,COLOMBIA MOVIL  S.A ESP,4677630068
2018,4,3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,11159271225
2018,4,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,263680262
2018,4,3,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2019,1,1,800153993,COMUNICACION CELULAR S A COMCEL S A,19462482905
2019,1,1,830016046,AVANTEL S.A.S,3356820950
2019,1,1,830114921,COLOMBIA MOVIL  S.A ESP,4859223439
2019,1,1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,11545722246
2019,1,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,270940888
2019,1,1,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2019,1,2,800153993,COMUNICACION CELULAR S A COMCEL S A,18736801044
2019,1,2,830016046,AVANTEL S.A.S,3295898008
2019,1,2,830114921,COLOMBIA MOVIL  S.A ESP,4084666192
2019,1,2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,10532352274
2019,1,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,225985477
2019,1,2,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2019,1,3,800153993,COMUNICACION CELULAR S A COMCEL S A,22640220631
2019,1,3,830016046,AVANTEL S.A.S,3642212240
2019,1,3,830114921,COLOMBIA MOVIL  S.A ESP,3916322518
2019,1,3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,11931745933
2019,1,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,229889088
2019,1,3,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2019,2,1,800153993,COMUNICACION CELULAR S A COMCEL S A,22136409314
2019,2,1,830016046,AVANTEL S.A.S,3659295072
2019,2,1,830114921,COLOMBIA MOVIL  S.A ESP,4130914461
2019,2,1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,11734536663
2019,2,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,222856375
2019,2,1,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2019,2,2,800153993,COMUNICACION CELULAR S A COMCEL S A,25309011252
2019,2,2,830016046,AVANTEL S.A.S,4213887601
2019,2,2,830114921,COLOMBIA MOVIL  S.A ESP,5164462571
2019,2,2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,12577520506
2019,2,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,242547447
2019,2,2,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2019,2,3,800153993,COMUNICACION CELULAR S A COMCEL S A,26730871763
2019,2,3,830016046,AVANTEL S.A.S,3905940119
2019,2,3,830114921,COLOMBIA MOVIL  S.A ESP,5356666552
2019,2,3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,13188348681
2019,2,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,259135005
2019,2,3,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2019,3,1,800153993,COMUNICACION CELULAR S A COMCEL S A,26168168003
2019,3,1,830016046,AVANTEL S.A.S,4338461687
2019,3,1,830114921,COLOMBIA MOVIL  S.A ESP,5733111901
2019,3,1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,13894055856
2019,3,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,321231338
2019,3,1,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2019,3,2,800153993,COMUNICACION CELULAR S A COMCEL S A,27357303805
2019,3,2,830016046,AVANTEL S.A.S,4720268186
2019,3,2,830114921,COLOMBIA MOVIL  S.A ESP,6042415083
2019,3,2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,14395956285
2019,3,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,341654478
2019,3,2,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2019,3,3,800153993,COMUNICACION CELULAR S A COMCEL S A,27422521824
2019,3,3,830016046,AVANTEL S.A.S,4741123028
2019,3,3,830114921,COLOMBIA MOVIL  S.A ESP,5987711890
2019,3,3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,14104840555
2019,3,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,342821460
2019,3,3,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2019,4,1,800153993,COMUNICACION CELULAR S A COMCEL S A,29362485572
2019,4,1,830016046,AVANTEL S.A.S,4819786245
2019,4,1,830114921,COLOMBIA MOVIL  S.A ESP,6559469608
2019,4,1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,15102706448
2019,4,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,362439931
2019,4,1,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2019,4,2,800153993,COMUNICACION CELULAR S A COMCEL S A,29278056298
2019,4,2,830016046,AVANTEL S.A.S,4755977153
2019,4,2,830114921,COLOMBIA MOVIL  S.A ESP,6133712904
2019,4,2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,14565212599
2019,4,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,394685036
2019,4,2,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2019,4,3,800153993,COMUNICACION CELULAR S A COMCEL S A,31631831197
2019,4,3,830016046,AVANTEL S.A.S,4981601589
2019,4,3,830114921,COLOMBIA MOVIL  S.A ESP,6562090471
2019,4,3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,15851353595
2019,4,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,512975261
2019,4,3,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2020,1,1,800153993,COMUNICACION CELULAR S A COMCEL S A,31973944109
2020,1,1,830016046,AVANTEL S.A.S,5039321073
2020,1,1,830114921,COLOMBIA MOVIL  S.A ESP,6414501440
2020,1,1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,16304894739
2020,1,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,686118960
2020,1,1,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2020,1,2,800153993,COMUNICACION CELULAR S A COMCEL S A,29956003367
2020,1,2,830016046,AVANTEL S.A.S,4830464291
2020,1,2,830114921,COLOMBIA MOVIL  S.A ESP,5996100414
2020,1,2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,15674606339
2020,1,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,901022882
2020,1,2,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2020,1,3,800153993,COMUNICACION CELULAR S A COMCEL S A,33705638357
2020,1,3,830016046,AVANTEL S.A.S,5524010661
2020,1,3,830114921,COLOMBIA MOVIL  S.A ESP,5943637440
2020,1,3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,17557809916
2020,1,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,1422360160
2020,1,3,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2020,2,1,800153993,COMUNICACION CELULAR S A COMCEL S A,37880810769
2020,2,1,830016046,AVANTEL S.A.S,5621598426
2020,2,1,830114921,COLOMBIA MOVIL  S.A ESP,3874079117
2020,2,1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,15618200865
2020,2,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,1639469298
2020,2,1,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2020,2,2,800153993,COMUNICACION CELULAR S A COMCEL S A,38209928126
2020,2,2,830016046,AVANTEL S.A.S,5156132426
2020,2,2,830114921,COLOMBIA MOVIL  S.A ESP,4349695652
2020,2,2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,16394177230
2020,2,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,1500806550
2020,2,2,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2020,2,3,800153993,COMUNICACION CELULAR S A COMCEL S A,37503742193
2020,2,3,830016046,AVANTEL S.A.S,5489862031
2020,2,3,830114921,COLOMBIA MOVIL  S.A ESP,4504479279
2020,2,3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,17322568876
2020,2,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,1276019253
2020,2,3,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2020,3,1,800153993,COMUNICACION CELULAR S A COMCEL S A,42057589923
2020,3,1,830016046,AVANTEL S.A.S,5723589294
2020,3,1,830114921,COLOMBIA MOVIL  S.A ESP,4906710584
2020,3,1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,22064164677
2020,3,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,1258710792
2020,3,1,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2020,3,2,800153993,COMUNICACION CELULAR S A COMCEL S A,43324846727
2020,3,2,830016046,AVANTEL S.A.S,5748276846
2020,3,2,830114921,COLOMBIA MOVIL  S.A ESP,5264101929
2020,3,2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,23197266655
2020,3,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,1267582903
2020,3,2,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2020,3,3,800153993,COMUNICACION CELULAR S A COMCEL S A,43532545586
2020,3,3,830016046,AVANTEL S.A.S,5221787550
2020,3,3,830114921,COLOMBIA MOVIL  S.A ESP,5451181348
2020,3,3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,23206016166
2020,3,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,1189805664
2020,3,3,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2020,4,1,800153993,COMUNICACION CELULAR S A COMCEL S A,47382859513
2020,4,1,830016046,AVANTEL S.A.S,5474349035
2020,4,1,830114921,COLOMBIA MOVIL  S.A ESP,6731623360
2020,4,1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,24080623092
2020,4,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,1213874952
2020,4,1,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2020,4,1,901104609,SETROC MOBILE GROUP SAS,0
2020,4,2,800153993,COMUNICACION CELULAR S A COMCEL S A,49753128211
2020,4,2,830016046,AVANTEL S.A.S,5475765780
2020,4,2,830114921,COLOMBIA MOVIL  S.A ESP,8307176386
2020,4,2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,23881759153
2020,4,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,1150659632
2020,4,2,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2020,4,2,901104609,SETROC MOBILE GROUP SAS,0
2020,4,3,800153993,COMUNICACION CELULAR S A COMCEL S A,55076369696
2020,4,3,830016046,AVANTEL S.A.S,5786563855
2020,4,3,830114921,COLOMBIA MOVIL  S.A ESP,10628128337
2020,4,3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25593485801
2020,4,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,1137629975
2020,4,3,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2020,4,3,901104609,SETROC MOBILE GROUP SAS,0
2021,1,1,800153993,COMUNICACION CELULAR S A COMCEL S A,55803241848
2021,1,1,830016046,AVANTEL S.A.S,6435332305
2021,1,1,830114921,COLOMBIA MOVIL  S.A ESP,11097484847
2021,1,1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,26313277136
2021,1,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,1051648065
2021,1,1,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2021,1,1,901104609,SETROC MOBILE GROUP SAS,0
2021,1,2,800153993,COMUNICACION CELULAR S A COMCEL S A,55452093756
2021,1,2,830016046,AVANTEL S.A.S,6119140776
2021,1,2,830114921,COLOMBIA MOVIL  S.A ESP,11429391676
2021,1,2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25245433704
2021,1,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,1033838211
2021,1,2,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2021,1,2,901104609,SETROC MOBILE GROUP SAS,0
2021,1,3,800153993,COMUNICACION CELULAR S A COMCEL S A,64837714843
2021,1,3,830016046,AVANTEL S.A.S,5739886627
2021,1,3,830114921,COLOMBIA MOVIL  S.A ESP,13156411986
2021,1,3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,29390618037
2021,1,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,1171906223
2021,1,3,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2021,1,3,901104609,SETROC MOBILE GROUP SAS,0
2021,2,1,800153993,COMUNICACION CELULAR S A COMCEL S A,54095553607
2021,2,1,830016046,AVANTEL S.A.S,5151355618
2021,2,1,830114921,COLOMBIA MOVIL  S.A ESP,15234827101
2021,2,1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,29681866401
2021,2,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,1100747005
2021,2,1,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2021,2,1,901104609,SETROC MOBILE GROUP SAS,0
2021,2,1,901354361,PARTNERS TELECOM COLOMBIA SAS,321968076
2021,2,2,800153993,COMUNICACION CELULAR S A COMCEL S A,58087249148
2021,2,2,830016046,AVANTEL S.A.S,4088836926
2021,2,2,830114921,COLOMBIA MOVIL  S.A ESP,18459899835
2021,2,2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,35008825827
2021,2,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,983075664
2021,2,2,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2021,2,2,901104609,SETROC MOBILE GROUP SAS,0
2021,2,2,901354361,PARTNERS TELECOM COLOMBIA SAS,1496114153
2021,2,3,800153993,COMUNICACION CELULAR S A COMCEL S A,55370136209
2021,2,3,830016046,AVANTEL S.A.S,3075886282
2021,2,3,830114921,COLOMBIA MOVIL  S.A ESP,21872675501
2021,2,3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,36359898942
2021,2,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,906323219
2021,2,3,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2021,2,3,901104609,SETROC MOBILE GROUP SAS,0
2021,2,3,901354361,PARTNERS TELECOM COLOMBIA SAS,2527711215
2021,3,1,800153993,COMUNICACION CELULAR S A COMCEL S A,57754082784
2021,3,1,830016046,AVANTEL S.A.S,2264731808
2021,3,1,830114921,COLOMBIA MOVIL  S.A ESP,26140971432
2021,3,1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,35449774538
2021,3,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,945019851
